word,count,문의유형
Do,2,코드2
단서의,1,코드2
apart,25,코드2
한건지가,1,코드2
between에,1,코드2
셀을,1,코드2
array의,2,코드2
맞춰,3,코드2
해석이,2,코드2
결측치제거후엔,1,코드2
스케일링이,5,코드2
master,7,코드2
bill,4,코드2
형을,1,코드2
NanumGothicCoding,5,코드2
MTg,1,코드2
estimatorget,1,코드2
UTF,11,코드2
잘못한,1,코드2
정류장,3,코드2
어디에도,1,코드2
iris의,2,코드2
않아서요,4,코드2
나와있어도,1,코드2
mecabsplit,1,코드2
번이,2,코드2
Dense의,2,코드2
한다고,8,코드2
모르겠습니다,71,코드2
series로,1,코드2
항복에,1,코드2
URL,3,코드2
중위값,1,코드2
CountVectorizer를,1,코드2
y값이,2,코드2
것이니,1,코드2
하기에,1,코드2
불러야하나요,1,코드2
shift를,4,코드2
실행하였더니,1,코드2
최적화에서,1,코드2
업로드가,1,코드2
판별할때,1,코드2
contextasync,1,코드2
dropna,11,코드2
똑같지,1,코드2
변화가,1,코드2
selfndim,3,코드2
선언하면,2,코드2
문의에,1,코드2
SPREADSHEET,1,코드2
시군구,24,코드2
predict를,1,코드2
맞는,8,코드2
RandomForestRegressor,6,코드2
옮겨서도,1,코드2
설정후,1,코드2
나눌,1,코드2
평균,42,코드2
movingcsv가,1,코드2
x값들을,1,코드2
시작했더니,1,코드2
administrator,1,코드2
embed,3,코드2
as,88,코드2
벡터화한,1,코드2
알고자,1,코드2
구간설정에,1,코드2
미세한,1,코드2
돌리려니,1,코드2
마지막에,2,코드2
DX트랙,1,코드2
가변수화에선,1,코드2
실행된,1,코드2
노원구level,1,코드2
이유,2,코드2
UltraLytics,1,코드2
노원구,3,코드2
permutaion,2,코드2
검증에는,1,코드2
평가해도,1,코드2
북사,1,코드2
나왔는데요,2,코드2
문제만,1,코드2
넘길지,1,코드2
minus,2,코드2
좌상단,1,코드2
VCP,4,코드2
실습에서는,1,코드2
모르겟습니다,1,코드2
양평군level,1,코드2
저장시켰는데,1,코드2
axisget,2,코드2
사용하였지만,1,코드2
구조로,2,코드2
fillna에는,1,코드2
비디오를,2,코드2
하나의,6,코드2
details,4,코드2
hours,2,코드2
없는데,11,코드2
pdset,1,코드2
사용할때,1,코드2
왼쪽에,2,코드2
misinterpretation,4,코드2
실행하고왔는데,1,코드2
Count,3,코드2
Conv,24,코드2
정수,3,코드2
덮어씌워서,1,코드2
saples,2,코드2
value,85,코드2
nxc,1,코드2
두달치로,1,코드2
넣고,9,코드2
쪽으로,1,코드2
kerasmodelsModel,1,코드2
모델링하고,1,코드2
부여된다는,1,코드2
두달치,1,코드2
relu를,2,코드2
fit은,1,코드2
매핑되는,1,코드2
교안하고,1,코드2
문의해도,1,코드2
등의,2,코드2
저런,3,코드2
mecabsplit함수에,1,코드2
실행하라는,1,코드2
원본,1,코드2
오래,1,코드2
덮어씌어지는,1,코드2
자세히,3,코드2
스크롤하지,1,코드2
JS,1,코드2
드래곤볼을,3,코드2
시켜도,2,코드2
문자,3,코드2
막대그래프는,1,코드2
accuracy와,3,코드2
Page,3,코드2
바뀌어지는데,1,코드2
dd,4,코드2
히든레이어를,1,코드2
string으로,4,코드2
시키는게,1,코드2
하기위해서는,1,코드2
shape는,2,코드2
Compute,1,코드2
바꾸고,5,코드2
두번째만,1,코드2
오류가나는데,1,코드2
manpng,2,코드2
sse,1,코드2
마찬가지로,2,코드2
한것도,1,코드2
합치면,1,코드2
예측이,1,코드2
바뀌는,4,코드2
ezFZqUBuY,1,코드2
판단한다고,1,코드2
따릉이에서,1,코드2
raise,14,코드2
처인구level,1,코드2
칼럼을,2,코드2
NaN으로,2,코드2
string이,1,코드2
nounsexplode,1,코드2
후에는,2,코드2
생성하지,1,코드2
reg,13,코드2
저기,1,코드2
검은배경에,1,코드2
설정까지,1,코드2
심야이동은,2,코드2
돌려서,2,코드2
dense의,1,코드2
라이브러리만,1,코드2
강의하신,1,코드2
scatterplot안나와요,1,코드2
가능하다면,3,코드2
aircopy,1,코드2
사용할순,1,코드2
라벨인코딩이,1,코드2
pdp를,1,코드2
input을,1,코드2
ResourceExhaustedError,1,코드2
번으로,2,코드2
마찬가지입니다,1,코드2
애들만,1,코드2
주문일자,1,코드2
저장할,4,코드2
DISTANCE,7,코드2
xy분리에,1,코드2
인덱스는,1,코드2
그래프처럼,1,코드2
배포해주신,2,코드2
연관이,2,코드2
수행중인데,1,코드2
만드려고,1,코드2
동작하였습니다,1,코드2
importances,8,코드2
평택시level,1,코드2
urllibrequest,1,코드2
with,51,코드2
ArvNOs,1,코드2
조절될까요,1,코드2
차이가,30,코드2
이래,1,코드2
팀원들은,1,코드2
어떤식으로,4,코드2
이럴때,1,코드2
이해하였지만,1,코드2
msec,2,코드2
홀수,1,코드2
함수로,3,코드2
이용,5,코드2
취급하는,1,코드2
ax,11,코드2
IQR한,2,코드2
스케일링할때,1,코드2
konlpy,1,코드2
aic보다,1,코드2
vectget,1,코드2
사이,2,코드2
obj,10,코드2
trt,1,코드2
created,2,코드2
YY,1,코드2
카운트,1,코드2
kwargsupdate,2,코드2
이상치로,2,코드2
노드에서,1,코드2
수정을,2,코드2
numOFRows,2,코드2
떳는데,1,코드2
unit,2,코드2
could,15,코드2
말이죠,1,코드2
가변수화는,1,코드2
Panda전략에,1,코드2
오차값을,2,코드2
괜찮은가요,2,코드2
이번에는,1,코드2
등을,2,코드2
삭제되서,1,코드2
of,72,코드2
검색,1,코드2
확인하기,2,코드2
sync,1,코드2
했을,11,코드2
괄호인가요,1,코드2
구글링해서,1,코드2
된다면,2,코드2
ttest를,1,코드2
처리해야할까요,1,코드2
말씀주신대로,3,코드2
dtdayofweek,2,코드2
복습하다,1,코드2
번은,3,코드2
corepy,2,코드2
출력값을,1,코드2
modelcompile,9,코드2
에러내용,1,코드2
해본,1,코드2
yearf,1,코드2
확인했습니다,6,코드2
확인했을,1,코드2
맞아서,1,코드2
jjj,1,코드2
바꿨잖아요,1,코드2
tiphead,2,코드2
답변해주셔서,3,코드2
옆부분에,1,코드2
있는데,34,코드2
변화를,1,코드2
casted,6,코드2
단어의,1,코드2
진행하면서,2,코드2
돌리니까,1,코드2
tipshape,2,코드2
X로,1,코드2
위해,37,코드2
다운이,1,코드2
values,58,코드2
slider를,1,코드2
감사를,1,코드2
맞다면,3,코드2
영상은,1,코드2
reslt,1,코드2
나눠놓은,1,코드2
실제로도,1,코드2
pvalue가,5,코드2
대상,2,코드2
캐릭터에,1,코드2
표기되어서,1,코드2
폴더는,1,코드2
형태나,2,코드2
나누었습니다,1,코드2
이미지의,1,코드2
선형회귀모델에,1,코드2
imshow,8,코드2
라벨이,1,코드2
outputTtail,1,코드2
피드백을,1,코드2
카이제곱통계량,1,코드2
dataset에,1,코드2
넣어야하나요,2,코드2
replace해주는,1,코드2
가설검정을,1,코드2
선정되는지,1,코드2
코드들을,2,코드2
쓰여있는데,1,코드2
찾아도,1,코드2
cut,3,코드2
반대로,4,코드2
HtuDL,1,코드2
사진,18,코드2
열인데,1,코드2
실습도중,2,코드2
따로따로,2,코드2
li,2,코드2
Monday,2,코드2
문자형이,1,코드2
줄에,1,코드2
활용도가,1,코드2
단변량,4,코드2
dataShelveLoc,3,코드2
질문은,1,코드2
opthyp,2,코드2
shuffle을,2,코드2
arrayreshape,2,코드2
매매가,4,코드2
데이터프레임을,17,코드2
다르네요,1,코드2
둘중에,1,코드2
반복해야,1,코드2
이름들은,1,코드2
문제를,10,코드2
차트,2,코드2
Orange컬럼이다라고,1,코드2
맞을까요,22,코드2
ade,1,코드2
local,36,코드2
줄부터,1,코드2
해당하는,6,코드2
unpack,3,코드2
맨위라서,1,코드2
이미지에서,1,코드2
단위를,1,코드2
eEeDI,1,코드2
경기,1,코드2
darkgrid,2,코드2
train로,1,코드2
등등,2,코드2
squarederror,1,코드2
vertical,2,코드2
night,11,코드2
입력하지,1,코드2
자료형,1,코드2
pltplot,13,코드2
GPU로,1,코드2
레이블링한,1,코드2
자료도,1,코드2
변환이,3,코드2
주피터랩,1,코드2
것입니다,5,코드2
짜봤는데,1,코드2
강의하실때,1,코드2
필요한,2,코드2
한글폰트,2,코드2
worth,1,코드2
tipgroupby,1,코드2
XGRB,1,코드2
라이브러리로,1,코드2
pdread,34,코드2
쌓는,2,코드2
찾아봐도,3,코드2
cnn같은경우엔,1,코드2
되었는데,4,코드2
문자면,1,코드2
용인시,3,코드2
학습했던,1,코드2
epoch별,1,코드2
떴습니다,6,코드2
바꿀때,1,코드2
ETETAAPerHour,1,코드2
달라진거같은데,1,코드2
more,1,코드2
심야버스는,1,코드2
따릉이의,1,코드2
range는,1,코드2
inner조인에서,1,코드2
grp,6,코드2
AIC,1,코드2
customers,5,코드2
캡쳐로,1,코드2
수치형인데,1,코드2
레이어의,2,코드2
customer,4,코드2
지정하거나,1,코드2
하셨는데요,1,코드2
출발시군구,1,코드2
측정일시를,4,코드2
상관이,9,코드2
답으로,2,코드2
axesunicode,2,코드2
없어서요,2,코드2
성립한다고,1,코드2
restart,2,코드2
바꾸는것,1,코드2
generator,42,코드2
conflicting,1,코드2
x값이,1,코드2
주실,3,코드2
var,44,코드2
dr,4,코드2
끝난,1,코드2
무엇이,18,코드2
식이,3,코드2
inspectParameterPOSITIONAL,1,코드2
without,5,코드2
하차총객수가,1,코드2
page,11,코드2
estimate,2,코드2
분에,1,코드2
movingloc,2,코드2
countvetorizer,1,코드2
originated,2,코드2
어떤점이,4,코드2
et,2,코드2
normalization과,1,코드2
작동해서,1,코드2
column수가,1,코드2
두었으며,1,코드2
Gridsearch라고,1,코드2
cifar,1,코드2
작성하는것이,1,코드2
오류납니다,1,코드2
가져오고,1,코드2
차지하는,2,코드2
pandaspydataorg,3,코드2
인식하는,1,코드2
개의,27,코드2
keraslayersDense,5,코드2
구했을,1,코드2
ccp,1,코드2
modelcv,4,코드2
면적이,1,코드2
large,3,코드2
오전과,1,코드2
변화,2,코드2
찾으세요,1,코드2
조정하는걸,1,코드2
EarlyStopping,4,코드2
제거하기,1,코드2
ma,2,코드2
subplot,2,코드2
cont,3,코드2
셋도,1,코드2
전처리,40,코드2
xmax,5,코드2
randomforest,1,코드2
중구level,1,코드2
등등으로,1,코드2
confidence,1,코드2
datatext,2,코드2
초기화됩니다,1,코드2
중요도가,4,코드2
Dense에,3,코드2
평가가,1,코드2
프로젝트,6,코드2
해서,29,코드2
출력이,11,코드2
메소드에,1,코드2
apisdatagokr,2,코드2
정렬할때,1,코드2
구글,5,코드2
UcG,1,코드2
SAM폴더까지는,1,코드2
받았습니다,3,코드2
발생하는,5,코드2
크롭을,2,코드2
str로도,1,코드2
나타내는,3,코드2
나오게해서,1,코드2
했었는데요,1,코드2
비디오파일에,1,코드2
nfeatures,6,코드2
시각화하는데,1,코드2
있길래,1,코드2
아노바를,1,코드2
부정,1,코드2
안돼요,1,코드2
없기에,2,코드2
파라미터인가요,1,코드2
layersDropout,2,코드2
않을,1,코드2
Morphs,1,코드2
xgb,3,코드2
NaN값을,1,코드2
하자니,1,코드2
은평구level,1,코드2
임계값을,1,코드2
것의,2,코드2
ns,1,코드2
instance,2,코드2
builtin,1,코드2
처음에,5,코드2
선언시,1,코드2
배깅알고리즘에서,1,코드2
데이터분석에서,2,코드2
있던,4,코드2
뜨느,1,코드2
이렇게해석하는게,1,코드2
언제,1,코드2
넣을,4,코드2
하더라구요,1,코드2
AIDU에,1,코드2
수정이,4,코드2
Volume,1,코드2
True를,1,코드2
Salesascending,1,코드2
저의,1,코드2
DD,1,코드2
식으로도,1,코드2
loss를,1,코드2
osunlink,1,코드2
이뤄진다고,1,코드2
API로,1,코드2
골라서,1,코드2
eager,7,코드2
변했습니다,1,코드2
변환을,2,코드2
사전에는,1,코드2
대해,21,코드2
칼럼이,3,코드2
tfidf,5,코드2
노트북,2,코드2
진행했는데마음이,1,코드2
Lunch,2,코드2
aany,1,코드2
실습해보세요,9,코드2
조인까지하고,1,코드2
homogeneous,2,코드2
수정해서,2,코드2
그래프에,2,코드2
나는데,9,코드2
뒤의,1,코드2
문제라는,1,코드2
결측치의,1,코드2
히든레이어의,1,코드2
last,38,코드2
함수의,1,코드2
generator에,1,코드2
fit을,5,코드2
변경하세요,2,코드2
설명해주셔서,2,코드2
오른쪽,3,코드2
환경을,1,코드2
train파일처럼,1,코드2
B변수의,1,코드2
datamax,1,코드2
size는,2,코드2
selection,2,코드2
그런,5,코드2
spreadsheet,4,코드2
뜬다고,1,코드2
분이랑,1,코드2
history에,1,코드2
부를,1,코드2
만을,1,코드2
csv를,4,코드2
잘못되었을까요,2,코드2
생성한,4,코드2
식의,1,코드2
처음이라,2,코드2
reverse,1,코드2
dl,4,코드2
조정하려고,1,코드2
interpret,2,코드2
지지,1,코드2
sheetsgoogleapiscom,12,코드2
잘못사용한건지,1,코드2
안나와서,1,코드2
명사,9,코드2
차이점,2,코드2
scaling을,5,코드2
pos,3,코드2
util,2,코드2
km,6,코드2
vertor값으로,1,코드2
채널로,2,코드2
미리보기주소,1,코드2
조건에서,1,코드2
워닝,1,코드2
분당구level,1,코드2
단계에서,3,코드2
y같은,1,코드2
기흥구level,1,코드2
것으로,20,코드2
가진,3,코드2
그렇담,1,코드2
나눠서,4,코드2
column으로,1,코드2
세가지,2,코드2
문구가,5,코드2
나와야,4,코드2
FPS,2,코드2
싶어서,5,코드2
CHAIN,2,코드2
자동을,1,코드2
seventhModule,1,코드2
평가,10,코드2
로하면,1,코드2
무엇을,15,코드2
히든레이어가,1,코드2
첨부파일처럼,4,코드2
써도,6,코드2
비교하는게,1,코드2
설명들을,1,코드2
aparthead,1,코드2
폴더위치는,1,코드2
goolge,1,코드2
분할하겠다는,1,코드2
function,25,코드2
표현하는,1,코드2
안되는지,3,코드2
NaH로,1,코드2
리스트에,1,코드2
busgroupby,2,코드2
Score,2,코드2
tensorflowkeraslayers,1,코드2
보이듯이,2,코드2
되던데,1,코드2
보면,20,코드2
src,17,코드2
타는,1,코드2
미세먼지,1,코드2
짐작이,1,코드2
찍었던,1,코드2
dimension,3,코드2
Series,10,코드2
드렸었는데,1,코드2
라벨을,1,코드2
무얼,1,코드2
클래스의,1,코드2
traindata에,2,코드2
측정됩니다,1,코드2
아닌것,1,코드2
loc,35,코드2
점에서,1,코드2
나누어,5,코드2
Node,6,코드2
찾았는데,2,코드2
ETA,4,코드2
불러올때,1,코드2
사이에,1,코드2
상관관계에서,1,코드2
이고,6,코드2
수치들은,1,코드2
ES,4,코드2
묶어야하나요,3,코드2
keras,6,코드2
영상입니다,1,코드2
pred는,1,코드2
보낼수가,1,코드2
요일,13,코드2
인구이동의,2,코드2
수치는,3,코드2
ms,10,코드2
fully,1,코드2
기본모델,1,코드2
표시입니다,1,코드2
moving프레임에서는,1,코드2
나올거,1,코드2
에러가나서요,1,코드2
serreindex,1,코드2
connected,3,코드2
Epoch,14,코드2
일로,1,코드2
다른게,1,코드2
train으로,1,코드2
BatchNormalization,10,코드2
경로는,5,코드2
날짜,16,코드2
exception,8,코드2
했는데도,9,코드2
str으로,1,코드2
시부터,1,코드2
변경한,1,코드2
vector로,1,코드2
return,41,코드2
입력층의,3,코드2
가지게,1,코드2
GB,1,코드2
주지,1,코드2
기본,2,코드2
생성하는데에서,1,코드2
절차를,1,코드2
의미는,2,코드2
정확히,9,코드2
검색한,1,코드2
모집되서,1,코드2
xmltodictparse,4,코드2
생성할,1,코드2
No를,1,코드2
rolling와,1,코드2
로지스틱,4,코드2
test의,4,코드2
메시지가,10,코드2
enter,1,코드2
Users,12,코드2
tensor,4,코드2
indexaxis,1,코드2
연속형,1,코드2
생기나,1,코드2
mallloc,1,코드2
crop,4,코드2
가정하고,1,코드2
나타나는,3,코드2
나타나는지,1,코드2
아래처럼,7,코드2
Available,1,코드2
lined,2,코드2
문장마다,1,코드2
이코드와,2,코드2
오타이신건지,1,코드2
분포에서,2,코드2
absolute,2,코드2
monitor,7,코드2
시군구코드,2,코드2
fread,1,코드2
연령별,2,코드2
못해서,3,코드2
대부분,3,코드2
하기,6,코드2
맞으나,1,코드2
모르겠어,1,코드2
wb,1,코드2
위에처럼,1,코드2
model에,1,코드2
제거만,1,코드2
filters,7,코드2
move,2,코드2
조정해야될지,1,코드2
하셔서,3,코드2
생성되는,1,코드2
snsboxplot,1,코드2
selfcolumnsnlevels,3,코드2
따르면,1,코드2
drop을,3,코드2
복사한,1,코드2
부르기,2,코드2
주는지,2,코드2
이용건수,34,코드2
인터넷,1,코드2
것들은,2,코드2
안되는건가요,3,코드2
없습니다,6,코드2
구하면,2,코드2
하단,2,코드2
aivle,3,코드2
urllibrequesturlopen,6,코드2
countvectorizer는,1,코드2
fast,2,코드2
가양미우수,1,코드2
의미로,2,코드2
현재,15,코드2
파라미터를,10,코드2
연령을,1,코드2
natively,2,코드2
요일의,3,코드2
알려주시고,1,코드2
반이,1,코드2
찍어봐도,1,코드2
불러와줘야,1,코드2
headers,1,코드2
하실,1,코드2
중입니다,4,코드2
bestpt,4,코드2
여주시level,1,코드2
분석단위로,2,코드2
썼는데,4,코드2
rimage,1,코드2
matplotlibfont,1,코드2
using,9,코드2
결과,31,코드2
scalerfit,17,코드2
sequential,16,코드2
resultreset,1,코드2
이전에,6,코드2
졌을,1,코드2
열개수가,1,코드2
해결이,3,코드2
view,7,코드2
사라지는,1,코드2
rain,7,코드2
코드상에,2,코드2
가동했는데,1,코드2
답변에서,2,코드2
그것을,2,코드2
이여야하는걸까요,1,코드2
issparse,1,코드2
맞는데,1,코드2
흐름에서,1,코드2
텍스트를,3,코드2
명시되어있는,1,코드2
해석하면,1,코드2
표현하면,2,코드2
방법,13,코드2
시속,2,코드2
내에서,2,코드2
Websitexlsx,1,코드2
없어요,1,코드2
pop,127,코드2
열에도,2,코드2
바에,1,코드2
여러모로,1,코드2
xapply,1,코드2
requires,2,코드2
진도를,1,코드2
모델이,7,코드2
조건식을,1,코드2
덕분에,1,코드2
forcast,1,코드2
나게,1,코드2
trainpy,10,코드2
를하지,1,코드2
MultinomialNB,1,코드2
명확하게,1,코드2
확인구문만,1,코드2
Bridge와,1,코드2
적당한,2,코드2
재확인,1,코드2
정확도,1,코드2
그에,1,코드2
already,2,코드2
헬프,1,코드2
돌아갔는데,1,코드2
것과는,1,코드2
바꾼다는것이,1,코드2
채우기를,1,코드2
Pltbar,1,코드2
제공되었습니다,1,코드2
per,11,코드2
미처,1,코드2
주어야,4,코드2
변환하니,1,코드2
fewer,1,코드2
copystat,1,코드2
반대인가요,1,코드2
좋았던,1,코드2
you,4,코드2
succeeded,1,코드2
width,15,코드2
결과로,3,코드2
설치했었는데,1,코드2
df를,2,코드2
과정이,4,코드2
concat후,1,코드2
defined,10,코드2
기준일ID가,1,코드2
f를,1,코드2
사진에서,5,코드2
경우의,1,코드2
의미하는건,1,코드2
keys,3,코드2
첨부하여,2,코드2
변수로,8,코드2
ham,4,코드2
accuracy,28,코드2
오픈,2,코드2
read,12,코드2
enter를,1,코드2
index를,2,코드2
UNIT을,2,코드2
소괄호로,1,코드2
xy가,1,코드2
예측하고자,1,코드2
말고,9,코드2
feature수가,1,코드2
나눠여하나요,1,코드2
해봤는데도,2,코드2
랜덤하게,4,코드2
expecting,2,코드2
더불어,1,코드2
뜨긴,1,코드2
모델링이,1,코드2
엉뚱한,1,코드2
COLOR,6,코드2
문의사항이,2,코드2
넘어갈때,1,코드2
gradient,4,코드2
해놓고,1,코드2
그리기,3,코드2
결합을,1,코드2
것도,1,코드2
함수,7,코드2
humidity,1,코드2
메모리,6,코드2
데이터만,8,코드2
동일하지,1,코드2
해보고,1,코드2
그이후,1,코드2
성능을,7,코드2
통합,1,코드2
영상을,3,코드2
한번만,1,코드2
다중,1,코드2
차이,3,코드2
npwhere,1,코드2
ML에도,1,코드2
둘이,1,코드2
파일들,1,코드2
추가하였기에,1,코드2
저장했는데,3,코드2
score도,1,코드2
중랑구level,1,코드2
없애는,1,코드2
supported,6,코드2
inplace를,3,코드2
모델을,29,코드2
외부에서,2,코드2
개별,2,코드2
변수선언한,1,코드2
분류된,1,코드2
pdcut,7,코드2
groupby로,8,코드2
첨부하려,1,코드2
가져올때,1,코드2
방법에서,1,코드2
spst,3,코드2
안배웠던,1,코드2
컬럼의,2,코드2
묶어보라는,1,코드2
categorical,25,코드2
사용하는데,2,코드2
생깁니다,1,코드2
제출할,1,코드2
logx,2,코드2
나온걸까요,1,코드2
캡처사진과,1,코드2
keyword,10,코드2
해야하면,1,코드2
Score는,1,코드2
때는,13,코드2
기존보다,1,코드2
이외에는,1,코드2
닫았는데도,1,코드2
값에서,1,코드2
변경해야,1,코드2
corrupt,3,코드2
싶은,1,코드2
안쓰시고,1,코드2
비교해봤을,1,코드2
주석처리된,1,코드2
male,28,코드2
여러가지,2,코드2
에러코드뜨면서,1,코드2
supporting,1,코드2
요청합니다,2,코드2
쓰이고,1,코드2
말씀해주셨는데,1,코드2
proba,1,코드2
dropna나,1,코드2
나뉘어,1,코드2
euclidean,1,코드2
만들었는데,2,코드2
돌릴때마다,1,코드2
해결이안되는데,1,코드2
구간끼리의,1,코드2
하셨나요,1,코드2
찍혀나오지,1,코드2
열들이,1,코드2
a라는,1,코드2
코드는,20,코드2
사용하나요,1,코드2
생성이,5,코드2
건지,20,코드2
개수,4,코드2
안올라가,1,코드2
final,2,코드2
wget,2,코드2
되는건가여,1,코드2
추출만,1,코드2
풀리지,1,코드2
들어갔었는데,1,코드2
column,14,코드2
찾아야,1,코드2
score을,2,코드2
나온것은,1,코드2
traindatagroupby,2,코드2
실행되었습니다,1,코드2
Result,8,코드2
평가하려고,1,코드2
fit한,2,코드2
막대그래프,2,코드2
tipsort,1,코드2
invalid,2,코드2
설치하고,1,코드2
하는게,9,코드2
주었는데,1,코드2
같긴,1,코드2
input에,1,코드2
Qty를,1,코드2
captured,2,코드2
연습하면서,1,코드2
report,3,코드2
수치값이,1,코드2
체크하라고,1,코드2
ET값이,1,코드2
채운후에,1,코드2
hospAsmInfoService,1,코드2
staudio,1,코드2
시리즈입니다,1,코드2
시만,1,코드2
조합이,1,코드2
라인에서,1,코드2
converted,1,코드2
압축해제,2,코드2
자료에,1,코드2
legend,2,코드2
첨부자료와,1,코드2
삭제된,1,코드2
그래프에서,2,코드2
KB,7,코드2
sel,4,코드2
이부분에서,5,코드2
이런오류가,2,코드2
GRAYSCALE,1,코드2
percentiles,2,코드2
정하고,2,코드2
both,5,코드2
보여주고,1,코드2
일정,2,코드2
layer와,1,코드2
정류장별,1,코드2
대부터,1,코드2
변경하는,2,코드2
기대빈도,1,코드2
반영되지,1,코드2
extractiontext,2,코드2
인구를,1,코드2
창에서,1,코드2
도와주세요,2,코드2
이전의,1,코드2
collocations,1,코드2
이것도,1,코드2
초기화,5,코드2
x축에,3,코드2
갖는,4,코드2
우선,2,코드2
sam,5,코드2
수치화후,1,코드2
채널과,1,코드2
부동산,1,코드2
구해도,2,코드2
바꾸는지도,1,코드2
DA,2,코드2
getCovid,4,코드2
표시,3,코드2
사람이,3,코드2
적용하고,1,코드2
log를,1,코드2
pop이,1,코드2
gridsearch를,1,코드2
이커머스,1,코드2
실행했을때,1,코드2
읽어들인,1,코드2
제외하고,4,코드2
만드는데,2,코드2
가능한가요,3,코드2
시간,43,코드2
setosa,1,코드2
현황을,1,코드2
수행문이,1,코드2
강남구level,1,코드2
실행시에,3,코드2
Tuesday,2,코드2
sklearnensemble,4,코드2
정하기,1,코드2
문자형,1,코드2
한개씩,1,코드2
아파트,2,코드2
logistic,3,코드2
변경합니다,1,코드2
오타가,1,코드2
않네요,1,코드2
구의,1,코드2
googleapiscom,4,코드2
실행하지,1,코드2
이하를,1,코드2
되지,30,코드2
이렇게하면,1,코드2
변함이,1,코드2
정확한,3,코드2
선언하는,2,코드2
다섯가지,1,코드2
산점도를,1,코드2
이므로,2,코드2
붙는다는,1,코드2
사용하여,17,코드2
target이라고,1,코드2
알고,34,코드2
용량이,2,코드2
심화문제ipynb,1,코드2
swish,6,코드2
불러오기ipynb,1,코드2
밀린,1,코드2
링크로,1,코드2
covid,5,코드2
평가지표,1,코드2
categorical로,1,코드2
나왔으나,1,코드2
traincache,1,코드2
프레임을,2,코드2
인지하고,1,코드2
가지므로,1,코드2
가져올,2,코드2
found,19,코드2
each,2,코드2
진행되었습니다,2,코드2
처음,9,코드2
반영하면,1,코드2
KLEUsnc,1,코드2
상관없지만,1,코드2
무거워서,1,코드2
target을,3,코드2
찾아보니,1,코드2
설정하고,2,코드2
sampling해서,1,코드2
코너별로,1,코드2
작성하였을,1,코드2
input할땐,1,코드2
레이블링,1,코드2
leaf,14,코드2
objective,1,코드2
required,2,코드2
진행할,2,코드2
사용했느데,1,코드2
mXxz,1,코드2
데이터는,5,코드2
당연히,1,코드2
뽑고,1,코드2
위하여,2,코드2
설정해서,4,코드2
gbkirxaxVBZoxmPeAMGe,1,코드2
testdataset은,1,코드2
여쭙습니다,2,코드2
가진다면,1,코드2
내림차순,2,코드2
바꾸려는,2,코드2
합친다음에,1,코드2
datayaml만,1,코드2
제외된,1,코드2
입력한,5,코드2
매개변수,3,코드2
integer,8,코드2
분석할려고,1,코드2
ucid,1,코드2
MAX,1,코드2
yaml인데,1,코드2
결정하는게,1,코드2
추가했습니다,1,코드2
결합하고,1,코드2
새로운,9,코드2
join에,1,코드2
indexinghtml,3,코드2
모두에서,1,코드2
해야하는,2,코드2
친절하고,1,코드2
BAM,2,코드2
modelsave,2,코드2
seriespy,1,코드2
제공하는,2,코드2
원래,8,코드2
relu로,1,코드2
패키지,1,코드2
특히,1,코드2
때가,1,코드2
Tutorialipynb,1,코드2
ModelCheckpoint는,1,코드2
다음에,4,코드2
정규화의,1,코드2
제곱,1,코드2
도저히,2,코드2
DAY,11,코드2
적용이,3,코드2
변경하였는데도,1,코드2
레이블이,1,코드2
오전,2,코드2
등록,3,코드2
nationtrade,1,코드2
폰트를,1,코드2
하려는데,4,코드2
전까지는,1,코드2
only옵션을,2,코드2
구군이,1,코드2
나오는걸까요,2,코드2
이런,59,코드2
오류내용,1,코드2
NNG,4,코드2
OOM,2,코드2
wait,1,코드2
두분사망토론,2,코드2
주면,5,코드2
merge에서,1,코드2
진행해서,1,코드2
지정,7,코드2
데이터프레임이,2,코드2
texttxt,1,코드2
도착시군구,1,코드2
사용해,3,코드2
circle,1,코드2
z이,2,코드2
전체적으로,1,코드2
안녕하십니까,5,코드2
무엇을까요,1,코드2
나오지가,1,코드2
분할합시다,1,코드2
pnudf,1,코드2
smote을,1,코드2
axis라는,1,코드2
User,12,코드2
ReadRequestsPerMinutePerUser,4,코드2
Ozone,17,코드2
모르게ㅅ습니다,1,코드2
shutilmove,1,코드2
quota,32,코드2
초과의,4,코드2
왔는데,1,코드2
EgoezB,1,코드2
막대,6,코드2
트레인일,1,코드2
가지만,1,코드2
풀다가,1,코드2
했을까요,1,코드2
에러메시지가,2,코드2
float가,1,코드2
데이터를,55,코드2
하는지를,1,코드2
scoremean,1,코드2
distributionspy,3,코드2
조회해보면,1,코드2
분산,1,코드2
대상이,1,코드2
제거되어져야,1,코드2
매개변수로,2,코드2
불안정하여,1,코드2
회전되어,2,코드2
tiploc,5,코드2
받아주셔서,1,코드2
정의,3,코드2
기준일ID에,1,코드2
길이의,1,코드2
서대문구level,1,코드2
rolling한,2,코드2
셀에,1,코드2
XGB의,1,코드2
int라서,1,코드2
isin,6,코드2
총승객수,1,코드2
bikeisna,1,코드2
oP,4,코드2
진행하였는데,3,코드2
입력하니까,2,코드2
입력하였으나,2,코드2
설정한,2,코드2
loss,44,코드2
ShelveLoc에,1,코드2
않는,11,코드2
integers,2,코드2
진행하다보니,2,코드2
어딜,1,코드2
입력해봤는데,1,코드2
인코딩하고,1,코드2
소수,1,코드2
측정시간,2,코드2
